# provenance
# target	aptus data-acquisition brief target 3 — what SAP does NOT support (negative evidence register)
# source	help.sap.com, product SAP S/4HANA Cloud Public Edition, version 2608.500, state PRODUCTION
# source_url	one per row, in the source_url column; every row cites the exact topic it was read from
# access_method	anonymous reads of help.sap.com's own published content service (http.svc/deliverableMetadata, http.svc/pagecontent). No login, no api.sap.com traffic, no DOM scraping.
# date_read	2026-09-07
# deliverables_read	55 (40 country/region localisation deliverables including Malaysia, plus SAP Document and Reporting Compliance, Country/Region-Specific Functions, Extend and Integrate, Extensibility for Electronic Document Processing, SAP Intelligent Real Estate, Manage, Protect, International Trade, Finance, Contract Accounting, Public Sector, Banking, Insurance, Oil & Gas, and the 3-system-landscape migration troubleshooting guide)
# topics_read	13176 listed in those deliverables' tables of contents; 12959 returned a body
# statements_found	659 sentences matched the negation patterns; 539 kept after the filters below
# extraction_rule	sentence-level. A sentence is kept when it contains one of: is/are/was/were/can/could/will/would/shall/may/might/do/does/did/has/have + not + (supported|available|released|possible|permitted|allowed|covered|provided|delivered|offered); does/do not support; is/are unsupported; not supported by/for/in/with/on; no plans/support to/for; out of scope; is not part of; is/are excluded from; is/are not in scope.
# filter_rule	dropped 90 sentences opening with a conditional connector (If/When/Unless/Since/Because/While/Although/In case/...) and 20 whose negated subject is itself a conditional clause, because those state a condition rather than a product limitation; dropped 4 affirmative sentences ("You can ...") whose negation sits in a parenthetical relative clause; dropped 1 describing a transient example state; dropped 5 whose subject could not be isolated.
# column_source	capability=the title of the SAP topic the sentence was read from, verbatim. It is SAP's heading, NOT an aptus classification.
# column_source	scope_item_ids=scope item codes appearing IN THE SENTENCE ITSELF and present in the 2608 scope item set (sap-references/2608 Scope sheet, plus the codes in the published Available Interfaces table). Empty on most rows because SAP writes these statements about features, not scope items — an empty cell is not a claim that no scope item is affected.
# column_source	country=the country/region deliverable the topic belongs to; where the topic is not in a country deliverable, a country named explicitly in the sentence. Empty means the statement is product-wide or SAP did not name a country.
# column_source	what_is_not_supported=mechanically extracted from SAP's own sentence: the text preceding the negation verb, after the last connector (however/but/although/while/;/because/since/therefore) and with a leading conjunction stripped. Where nothing precedes the negation, the text following it is used. No wording was added.
# column_source	sap_statement_verbatim=the sentence exactly as SAP published it, whitespace-normalised only. Never softened, never paraphrased, never turned into a caveat.
# column_source	source_type=Help on every row. SAP Notes and Knowledge Base Articles live behind authentication on me.sap.com and were NOT read in this pass, so the KBA and Note families named in the brief are still unharvested — this file is the Help-portal slice of the register, not the register.
# column_source	source_id=the SAP loio, SAP's own stable document id for the topic
# column_source	released_on=empty on every row: help.sap.com publishes a content release (2608) for the document, not a release date for the individual statement. The release for every row in this file is 2608.
# column_source	future_support_stated=a clause from the same or the next sentence in which SAP says something about future support (no plans / not planned / in a future release / currently not / as of now / not yet), verbatim. Empty means SAP said nothing about the future there, NOT that support is planned.
# completeness	floor, and deliberately so. 55 of the product's deliverables were read, chosen because localisation and compliance content is where exclusions are stated; the other ~76 discovered deliverables and every deliverable outside this product were not read. The register is a lower bound on published exclusions, not a census.
# known_gap	the brief's own example — the Real Estate (RE-FX) invoice exclusion from the Malaysian e-invoice solution — is NOT in this file. It was not found on any help.sap.com page reachable without authentication in this pass. It is the class of statement SAP publishes in a KBA, and KBAs need a signed-in me.sap.com session. That gap is stated rather than filled.
# countries_covered	Austria=6, Belgium=4, Brazil=12, Chile=3, China=8, Colombia=9, Croatia=6, Czech Republic=2, Denmark=4, Egypt=4, Finland=2, France=5, Greece=5, Hungary=11, India=26, Ireland=6, Italy=10, Kazakhstan=4, Luxembourg=2, Malaysia=11, Mexico=11, Netherlands=5, Peru=6, Poland=19, Portugal=16, Romania=14, Slovakia=4, Slovenia=2, South Korea=8, Spain=8, Sweden=5, Switzerland=4, Taiwan=3, Thailand=4, Turkey=2, Ukraine=2, United Kingdom=7, United States=15
# rows_without_country	264
# not_claimed	this file states what SAP publishes for release 2608. It says nothing about what any tenant has activated.
capability	scope_item_ids	country	what_is_not_supported	sap_statement_verbatim	source_type	source_id	source_url	released_on	future_support_stated
Replicate by Replication Model			Background mode of data replication	Background mode of data replication is not supported in a test run.	Help	b8f3bdb0eb51436499a2c6ac88a7d458	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/b8f3bdb0eb51436499a2c6ac88a7d458.html?version=2608.500		
Replicating Financial Accounting Documents, Management Accounting Documents and Cost Objects from SAP S/4HANA Cloud Public Edition to Central Finance			This activity only allows current settings, meaning that it	This activity only allows current settings, meaning that it is not possible to transport these settings from another system.	Help	adb033afc0464aafbdaf3060e08a4d7c	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6b39bd1d0e5e4099a5b65d835c29c696/adb033afc0464aafbdaf3060e08a4d7c.html?version=2608.500		
Replicating Project Data from SAP S/4HANA Cloud Public Edition to Central Finance			Reposting projects with user changes in SAP AIF	Reposting projects with user changes in SAP AIF is not supported.	Help	5738a4a74e634cc69eadf4700c83cc5c	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6b39bd1d0e5e4099a5b65d835c29c696/5738a4a74e634cc69eadf4700c83cc5c.html?version=2608.500		
Reset Clearing			The reset clearing per document or per reference number	The reset clearing per document or per reference number is not possible if when being cleared, interest on arrears has been calculated and posted.	Help	8c06c5536a51204be10000000a174cb4	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/8c06c5536a51204be10000000a174cb4.html?version=2608.500		
Residual Budget Processing			By default, budget addresses with a negative residual budget amount	By default, budget addresses with a negative residual budget amount are excluded from the distribution of residual budget - this is also the case in the graphical example above.	Help	aa4c35ca8a61492da1f8a74c77725443	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/aa4c35ca8a61492da1f8a74c77725443.html?version=2608.500		
Restart Job Chains			This option	This option is not available for single step jobs.	Help	61d2d0830f0c45feb4721614bbfee033	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/61d2d0830f0c45feb4721614bbfee033.html?version=2608.500		
Retrain			to retrain a trained model with the status Scheduled or Training.	It is not possible to retrain a trained model with the status Scheduled or Training.	Help	0c4509ae759c41aeb495f42339570bd1	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/0c4509ae759c41aeb495f42339570bd1.html?version=2608.500		
Retraining a Model Version			to retrain a model version with the status Error, Training, Activating.	It is not possible to retrain a model version with the status Error, Training, Activating.	Help	e70adb7f3ed644a8b864c1c202a7c8e9	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/e70adb7f3ed644a8b864c1c202a7c8e9.html?version=2608.500		
Return Reason			Examples of such reasons cannot be that the account	Examples of such reasons cannot be that the account is not covered or due to an unknown account number.	Help	e6ffc5536a51204be10000000a174cb4	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/e6ffc5536a51204be10000000a174cb4.html?version=2608.500		
Revenues Increasing the Budget (RIB)			This setting means the field	This setting means the field is not available for the definition of the RIB control object in the app Manage RIB rules.	Help	c6d4ccca372f40cdb3e55697202a7dd6	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/c6d4ccca372f40cdb3e55697202a7dd6.html?version=2608.500		
Revenues Increasing the Budget for Grants			This setting means the field	This setting means the field is not available for the definition of the RIB control object in the app Manage RIB rules for Grants.	Help	d8920a4646484bfebdc012fefb0f1f91	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/d8920a4646484bfebdc012fefb0f1f91.html?version=2608.500		
Rules for How to Use the Template			Other excel file types	Other excel file types are not supported by the MPA file upload application.	Help	8d908ea5b9d84d50a65f4248845d77e5	https://help.sap.com/docs/SAP_S4HANA_CLOUD/74ffc024fd794eeca49dc8ffe7f9870d/8d908ea5b9d84d50a65f4248845d77e5.html?version=2608.500		
Rules for How to Use the Template			Those changes	Those changes are not supported.	Help	8d908ea5b9d84d50a65f4248845d77e5	https://help.sap.com/docs/SAP_S4HANA_CLOUD/74ffc024fd794eeca49dc8ffe7f9870d/8d908ea5b9d84d50a65f4248845d77e5.html?version=2608.500		
Rules for Substitution and Validation in PSM			The derivation rules are designed for the manual creation of budget documents using the SAP Fiori app Manage Budget Documents, Budget documents that are created automatically	The derivation rules are designed for the manual creation of budget documents using the SAP Fiori app Manage Budget Documents, Budget documents that are created automatically are not supported.	Help	50c85005148941e1a3e6ebe13b4c9f7f	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/50c85005148941e1a3e6ebe13b4c9f7f.html?version=2608.500		
Rules for Substitution and Validation in PSM			You can use those derivation rules for the solution PSM Budget Management, the solution Grantee Management	You can use those derivation rules for the solution PSM Budget Management, the solution Grantee Management is not supported.	Help	50c85005148941e1a3e6ebe13b4c9f7f	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/50c85005148941e1a3e6ebe13b4c9f7f.html?version=2608.500		
SAP CMIS Profile			SAP S/4HANA Cloud currently	SAP S/4HANA Cloud currently does not support ArchiveLink attachments.	Help	74fa9fbfe5ad47529fd8373bab397c36	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/74fa9fbfe5ad47529fd8373bab397c36.html?version=2608.500		
SEPA Direct Debits			In this configuration activity Define Status Changes Not Permitted, you define the status changes that	In this configuration activity Define Status Changes Not Permitted, you define the status changes that are not allowed for the current mandate status	Help	8e1da0649c054ac0a46b893b7b731ab8	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/8e1da0649c054ac0a46b893b7b731ab8.html?version=2608.500		
Searching for Workers			The grouping function on the View Settings page	The grouping function on the View Settings page is not available.	Help	9ddb0e51d11a406e8a28ec0d184cf3a4	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/9ddb0e51d11a406e8a28ec0d184cf3a4.html?version=2608.500		
Select Your Text Sources			The translation of text tables that contain key fields of type p (packed number), i (integer) or x (byte field)	The translation of text tables that contain key fields of type p (packed number), i (integer) or x (byte field) is not supported.	Help	d334f29b1cfc443b9f035e2f89b9a132	https://help.sap.com/docs/SAP_S4HANA_CLOUD/0f69f8fb28ac4bf48d2b57b9637e81fa/d334f29b1cfc443b9f035e2f89b9a132.html?version=2608.500		
Service Delivery Process			Transporting configurations or exporting software collections	Transporting configurations or exporting software collections is not possible during this timeframe.	Help	524b2eb9d76747f9a0f226073abf3fd6	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/524b2eb9d76747f9a0f226073abf3fd6.html?version=2608.500		
Setting Up the SAP Cloud Print Manager for Pull Integration			to connect to the same runtime system with the same communication user multiple times.	It is not supported to connect to the same runtime system with the same communication user multiple times.	Help	19a3dd9bd4f040cfa8a3a6ce181351cf	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/19a3dd9bd4f040cfa8a3a6ce181351cf.html?version=2608.500		
Situation Display			For message-based situations, the notification aggregation	For message-based situations, the notification aggregation is not supported since a message aggregation function is already in place.	Help	3791628c90a14cd8b659229e77266529	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/3791628c90a14cd8b659229e77266529.html?version=2608.500		
Situation Instance			In Progress: an instance that is assigned to a processor (	In Progress: an instance that is assigned to a processor (not supported with standard object-based situations)	Help	bc2a7c5822614fa8bff8f591e6e3cc1b	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/bc2a7c5822614fa8bff8f591e6e3cc1b.html?version=2608.500		
Smart Business Runtime Environment			This means the visualization	This means the visualization is not available if the filters are different or if the same filter is configured with different values in the smart filter and facet filter.	Help	dfa9f2e5053b4ad0886e0fd8f4cbc2e1	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/dfa9f2e5053b4ad0886e0fd8f4cbc2e1.html?version=2608.500		
Special Cases When Dealing with Blocked Business Partners			Posting an interest document	Posting an interest document is not possible due to the posting block for a blocked business partner.	Help	bc7c9e537dcccd46e10000000a44538d	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/bc7c9e537dcccd46e10000000a44538d.html?version=2608.500		
Special Considerations with Tax and Bank Postings in FI-CA			Contract Accounts Receivable and Payable	Contract Accounts Receivable and Payable does not support the account assignment split for this type of posting.	Help	72ca5a0e25eb4382aee151f9ec63c7e4	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/72ca5a0e25eb4382aee151f9ec63c7e4.html?version=2608.500		
Special Considerations with Tax and Bank Postings in FI-CA			For the segment balance of segment SEGMENT_1, this means that it	For the segment balance of segment SEGMENT_1, this means that it is not possible to determine what share SEGMENT_1 has in the credit on a certain bank account or in the cash balance.	Help	72ca5a0e25eb4382aee151f9ec63c7e4	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/72ca5a0e25eb4382aee151f9ec63c7e4.html?version=2608.500		
Submitting an Electronic Document to a Web Service			Create your own type definitions for the data types that	Create your own type definitions for the data types that are not released for developer extensibility.	Help	3b3802e7d3f64792957d1da1ed253870	https://help.sap.com/docs/SAP_S4HANA_CLOUD/439a34c3d6ec406a91fb29585ab0ede5/3b3802e7d3f64792957d1da1ed253870.html?version=2608.500		
Supplier Invoice in Finance			System-generated official document number is currently	System-generated official document number is currently not supported for supplier invoices in finance.	Help	89cddb81dcbd479580a43f9ba3d38efd	https://help.sap.com/docs/SAP_S4HANA_CLOUD/60a09f68f2444ceca31dcac2e7017945/89cddb81dcbd479580a43f9ba3d38efd.html?version=2608.500		System-generated official document number is currently not supported for supplier invoices in finance
Technical Attributes and Properties of Change Requests			Changes	Changes are not available for import in the test system, even if the change request got released.	Help	df06aae01b70418faa2f279488b43598	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/df06aae01b70418faa2f279488b43598.html?version=2608.500		
Time and Attendance Management (HR)			Time recording for Public Sector Management	Time recording for Public Sector Management does not support internal orders, contingent work scenarios, professional services project-based billing and invoicing.	Help	4d25278a09ca418dacd4648c08d70a8c	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/4d25278a09ca418dacd4648c08d70a8c.html?version=2608.500		
Timeline Information			You must consider that the target system	You must consider that the target system is not available during this agreed downtime (see Data Transfer).	Help	de7fc2a03b1f4ab5937e610577a245ac	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/de7fc2a03b1f4ab5937e610577a245ac.html?version=2608.500		
Transfer Scope			to limit the scope of the test data refresh to individual applications or other individually defined subsets of data.	It is not possible to limit the scope of the test data refresh to individual applications or other individually defined subsets of data.	Help	df17a9d3c3a94a99964128072e2ce912	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/df17a9d3c3a94a99964128072e2ce912.html?version=2608.500		
Transfer and Processing of Payment Card Payment Advice Notes from SAP digital payments add-on			the tax code	However, the tax code is not delivered in the payment advice note.	Help	ffbd208aa41f41b6866a6022ccc4c50a	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/ffbd208aa41f41b6866a6022ccc4c50a.html?version=2608.500		
Transfer and Processing of Payment Card Payment Advice Notes from SAP digital payments add-on			Without a tax code, it	Without a tax code, it is not possible to post the settlement with a charge and tax.	Help	ffbd208aa41f41b6866a6022ccc4c50a	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/ffbd208aa41f41b6866a6022ccc4c50a.html?version=2608.500		
Transferring Invoicing Documents from Sales Billing			Terms of payment for installment payments	Terms of payment for installment payments are not supported.	Help	5cffb15063b66f06e10000000a423f68	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/5cffb15063b66f06e10000000a423f68.html?version=2608.500		
Transport Dependencies			Export, import, and forward	Export, import, and forward are not possible while the system is being prepared for upgrade.	Help	db665e8634b541bf86d3e84c86f888cd	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/db665e8634b541bf86d3e84c86f888cd.html?version=2608.500		
Treatment of Items			collection of the amount	This means that collection of the amount is not possible.	Help	bb0ac5536a51204be10000000a174cb4	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/bb0ac5536a51204be10000000a174cb4.html?version=2608.500		
Universal Allocation			to override a PSM account assignment element if a fixed assignment has been set in the cost center master record for this PSM account assignment.	It is not possible to override a PSM account assignment element if a fixed assignment has been set in the cost center master record for this PSM account assignment.	Help	26dee71ba9de4e1cb4291eedf8958fa9	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/26dee71ba9de4e1cb4291eedf8958fa9.html?version=2608.500		
Universal Allocation			The “top-down distribution” allocation type	The “top-down distribution” allocation type is not supported.	Help	26dee71ba9de4e1cb4291eedf8958fa9	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/26dee71ba9de4e1cb4291eedf8958fa9.html?version=2608.500		
Upward and Downward Adjustments			to create a new purchase order or an invoice without a PO reference in financial year 20X1 against budget period 20X0 (the budget period has expired).	However, it is not possible to create a new purchase order or an invoice without a PO reference in financial year 20X1 against budget period 20X0 (the budget period has expired).	Help	447527d5232d4a0caff32bc109270e88	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/447527d5232d4a0caff32bc109270e88.html?version=2608.500		
Use of General Ledger Accounting Without Document Splitting by Profit Center			For postings from Contract Accounts Receivable and Payable, you	For postings from Contract Accounts Receivable and Payable, you are not allowed to add profit centers during the transfer to the general ledger.	Help	557938e5116548d4adc8ad1424f3bf55	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/557938e5116548d4adc8ad1424f3bf55.html?version=2608.500		
Use of General Ledger Accounting with Document Splitting by Profit Center			it is also possible for new posting data that account assignment to a profit center	However, it is also possible for new posting data that account assignment to a profit center is not possible on certain items under certain conditions.	Help	a9771b0e7285485baf73d7e7453e382b	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/a9771b0e7285485baf73d7e7453e382b.html?version=2608.500		
Use of General Ledger Accounting with Document Splitting by Profit Center			You should be aware that there are postings in Contract Accounts Receivable and Payable for which account assignment to a profit center	You should be aware that there are postings in Contract Accounts Receivable and Payable for which account assignment to a profit center is not possible.	Help	a9771b0e7285485baf73d7e7453e382b	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/a9771b0e7285485baf73d7e7453e382b.html?version=2608.500		
Using the 'Ignored Booklet Filters' Banner			A transparency feature that alerts users when filters are applied to booklet variables	A transparency feature that alerts users when filters are applied to booklet variables not supported by all underlying data providers, allowing them to identify which filters are being ignored on specific pages.	Help	5cab303f7dc14940b496373a756f9494	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/5cab303f7dc14940b496373a756f9494.html?version=2608.500		
Value Date and Account Determination			To process payment cards, it	To process payment cards, it is not possible to specify value dates.	Help	be0ac5536a51204be10000000a174cb4	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/be0ac5536a51204be10000000a174cb4.html?version=2608.500		
Value Help			in the Value Help scenario, adding parameters to your CDS view	Note that in the Value Help scenario, adding parameters to your CDS view is not supported.	Help	f30ca01b620f4cd7ae36369de8a3cb2f	https://help.sap.com/docs/SAP_S4HANA_CLOUD/0f69f8fb28ac4bf48d2b57b9637e81fa/f30ca01b620f4cd7ae36369de8a3cb2f.html?version=2608.500		
Value Mapping			You must use a system-specific code list if the target systems	You must use a system-specific code list if the target systems do not support value mapping.	Help	4d034e5bf04b41a8a5f9b6b32eef01b6	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/4d034e5bf04b41a8a5f9b6b32eef01b6.html?version=2608.500		
Videos			The below video	The below video is not part of the SAP product documentation.	Help	6c66186faf774ace8940e12042cd2852	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/6c66186faf774ace8940e12042cd2852.html?version=2608.500		
View Browser			The SAP CDS views with statuses Not Released and Deprecated may be changed or deleted and	The SAP CDS views with statuses Not Released and Deprecated may be changed or deleted and may not be available to customers.	Help	0bde695751505c08e10000000a441470	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/0bde695751505c08e10000000a441470.html?version=2608.500		
